Gene name (systematic),Gene name (standard),ref,Class,M (Beyer)1,L (in codon),alpha_phys,J_phys,rho_phys,Jmax,rho_max
YDL177C,,896,hybrid,"0,61",171,"0,12945","0,10910","0,02096","0,29383","0,08518"
YDL178W,DLD2,897,abrupt,"0,86",531,"0,09941","0,08752","0,01372","0,29612","0,08401"
YDL179W,PCL9,898,abrupt,"0,48",305,"0,09927","0,08457","0,01594","0,28862","0,09446"
YDL180W,,899,abrupt,"0,57",548,"0,05984","0,05544","0,01097","0,19630","0,10410"
YDL181W,INH1,900,hybrid,"0,89",86,"0,14749","0,12224","0,02347","0,27924","0,07781"
YDL182W,LYS20,901,smooth,"7,61",429,"0,15857","0,13399","0,01900","0,30594","0,04923"
YDL183C,,902,hybrid,"0,13",321,"0,22446","0,15856","0,03319","0,27771","0,08465"
YDL184C,RPL41A,903,smooth,"15,73",26,"1,24654","0,37104","0,07763","0,39206","0,08972"
YDL185W,VMA1,905,abrupt,"8,34",1072,"0,09317","0,08586","0,01247","0,26978","0,07600"
YDL186W,,906,abrupt,"0,09",278,"0,14064","0,10886","0,02209","0,23146","0,09501"
YDL187C,,907,smooth,"0,09",110,"0,41952","0,21354","0,05498","0,23855","0,07262"
YDL188C,PPH22,908,hybrid,"2,49",378,"0,06434","0,05970","0,01059","0,25926","0,07432"
YDL189W,RBS1,909,abrupt,"0,95",458,"0,05123","0,04836","0,00889","0,25730","0,07712"
YDL190C,UFD2,910,hybrid,"1,52",962,"0,07340","0,06770","0,01121","0,25760","0,06024"
YDL191W,RPL35A,911,smooth,"97,52",121,"0,21053","0,17370","0,01668","0,67478","0,07524"
YDL192W,ARF1,912,smooth,"51,43",182,"0,13867","0,11941","0,01541","0,31161","0,04574"
YDL193W,NUS1,913,hybrid,"0,8",376,"0,14458","0,11331","0,01771","0,29637","0,06346"
YDL194W,SNF3,914,abrupt,"0,45",885,"0,02607","0,02465","0,00435","0,22983","0,09046"
YDL195W,SEC31,915,abrupt,"4,86",1274,"0,06294","0,05572","0,00873","0,26462","0,07364"
YDL196W,,916,hybrid,"0,09",110,"0,28491","0,17389","0,03284","0,34919","0,08701"
YDL197C,ASF2,917,abrupt,"0,47",526,"0,13616","0,11803","0,02481","0,22482","0,09230"
YDL198C,GGC1,918,hybrid,"3,27",301,"0,13960","0,11552","0,01864","0,31448","0,07443"
YDL199C,,919,abrupt,"0,09",688,"0,04284","0,04026","0,00802","0,24336","0,07488"
YDL200C,MGT1,920,smooth,"0,93",189,"0,07437","0,06436","0,01157","0,29348","0,06492"
YDL201W,TRM8,921,hybrid,"1,81",287,"0,11336","0,10031","0,01651","0,30705","0,07700"
YDL202W,MRPL11,922,smooth,"0,89",250,"0,05277","0,04669","0,00874","0,28516","0,07606"
YDL203C,ACK1,923,smooth,"0,32",624,"0,05411","0,05001","0,00872","0,28841","0,06441"
YDL204W,RTN2,924,smooth,"0,15",394,"0,07802","0,06757","0,01121","0,27044","0,05695"
YDL205C,HEM3,925,abrupt,"0,51",328,"0,05482","0,05111","0,00862","0,28040","0,07526"
YDL206W,,926,abrupt,"0,17",763,"0,02321","0,02253","0,00432","0,22304","0,08712"
YDL207W,GLE1,927,abrupt,"0,55",539,"0,05048","0,04701","0,00897","0,25997","0,08372"
YDL208W,NHP2,928,smooth,"12,11",157,"0,20184","0,16919","0,01936","0,50856","0,06803"
YDL209C,CWC2,929,smooth,"0,33",340,"0,09446","0,08212","0,01484","0,29125","0,07443"
YDL210W,UGA4,930,hybrid,"0,41",572,"0,03409","0,03267","0,00504","0,26298","0,05825"
YDL211C,,931,smooth,"0,15",373,"0,05442","0,04813","0,00879","0,26876","0,06345"
YDL212W,SHR3,932,smooth,"5,47",211,"0,11913","0,10158","0,01580","0,32595","0,06262"
YDL213C,NOP6,933,smooth,"2,32",226,"0,14694","0,11822","0,01837","0,30443","0,05456"
YDL214C,PRR2,934,abrupt,"0,12",700,"0,02192","0,02102","0,00380","0,27817","0,08381"
YDL215C,GDH2,935,abrupt,"1,23",1093,"0,02763","0,02602","0,00409","0,29923","0,09502"
YDL216C,RRI1,936,abrupt,"0,15",441,"0,06271","0,05507","0,00977","0,26933","0,08766"
YDL217C,TIM22,937,hybrid,"0,61",208,"0,07406","0,06617","0,01221","0,27127","0,07782"
YDL218W,,938,smooth,"0,11",318,"0,07639","0,07004","0,01189","0,30511","0,06565"
YDL219W,DTD1,939,hybrid,"2,02",151,"0,13524","0,11908","0,01990","0,33292","0,08169"
YDL220C,CDC13,940,abrupt,"0,41",925,"0,03237","0,03063","0,00615","0,21277","0,06769"
YDL221W,,941,smooth,"0,09",184,"0,16834","0,11597","0,02423","0,26348","0,07001"
YDL222C,FMP45,942,smooth,"0,12",310,"0,09381","0,08167","0,01584","0,27599","0,06786"
YDL223C,HBT1,943,abrupt,"0,51",1047,"0,03542","0,03381","0,00531","0,29855","0,09513"
YDL224C,WHI4,944,hybrid,"0,78",650,"0,05187","0,04585","0,00863","0,25594","0,06546"
YDL225W,SHS1,945,abrupt,"0,79",552,"0,11499","0,10111","0,01616","0,31976","0,08048"
YDL226C,GCS1,946,smooth,"1,92",353,"0,10654","0,09252","0,01681","0,25535","0,05841"
YDL227C,HO,947,hybrid,"1,2",587,"0,14002","0,10463","0,02081","0,22156","0,06044"
YDL228C,,948,smooth,"0,5",214,#N/A,#N/A,#N/A,"0,23100","0,06144"
YDL229W,SSB1,949,smooth,"161,02",614,#N/A,#N/A,#N/A,"0,70564","0,08769"
YDL230W,PTP1,950,abrupt,"0,86",336,"0,07285","0,06700","0,01385","0,23937","0,08836"
YDL231C,BRE4,951,smooth,"0,57",1126,"0,01110","0,01087","0,00194","0,25748","0,05812"
YDL232W,OST4,952,smooth,"5,94",37,#N/A,#N/A,#N/A,"0,51711","0,07289"
YDL233W,,953,smooth,"0,27",459,"0,07206","0,06649","0,01217","0,23340","0,05354"
YDL234C,GYP7,954,abrupt,"0,48",747,"0,05541","0,05098","0,00902","0,22508","0,10326"
YDL235C,YPD1,955,abrupt,"1,48",168,"0,16062","0,13146","0,02054","0,34834","0,08712"
YDL236W,PHO13,956,abrupt,"1,71",313,"0,15286","0,12609","0,02105","0,32252","0,08463"
YDL237W,AIM6,957,hybrid,"1,25",391,"0,11187","0,09314","0,01643","0,28091","0,06944"
YDL238C,GUD1,958,abrupt,"0,09",490,"0,02607","0,02519","0,00475","0,26149","0,08223"
YDL239C,ADY3,959,abrupt,"0,09",791,"0,02488","0,02397","0,00458","0,20612","0,09913"
YDL240W,LRG1,961,abrupt,"0,17",1018,"0,02254","0,02217","0,00389","0,26461","0,07159"
YDL241W,,962,hybrid,"0,51",124,"0,12108","0,10496","0,01985","0,27374","0,08251"
YDL242W,,963,smooth,"0,09",118,"0,10928","0,09244","0,01909","0,26716","0,06931"
YDL243C,AAD4,964,abrupt,"0,29",330,"0,05269","0,04866","0,00847","0,26906","0,09449"
YDL244W,THI13,965,abrupt,"0,47",341,"0,06637","0,06222","0,00758","0,39205","0,08496"
YDL245C,HXT15,966,hybrid,"0,11",568,"0,05947","0,05388","0,00984","0,25256","0,07336"
YDL246C,SOR2,967,abrupt,"0,97",358,"0,05817","0,05295","0,00811","0,31126","0,07203"
YDL247W-A,,968,smooth,"3,88",25,"0,01716","0,01672","0,00331","0,40020","0,09283"
YDL247W,MPH2,969,abrupt,"0,14",610,#N/A,#N/A,#N/A,"0,20746","0,10451"
YDL248W,COS7,970,hybrid,"0,04",384,"0,09720","0,08544","0,01717","0,22650","0,06297"
YDR001C,NTH1,971,abrupt,"1,28",752,"0,05222","0,04897","0,00862","0,25341","0,09112"
YDR002W,YRB1,972,abrupt,"11,71",202,"0,23487","0,18320","0,02225","0,35957","0,07034"
YDR003W,RCR2,973,hybrid,"0,53",211,"0,12950","0,10019","0,01880","0,24070","0,06128"
YDR004W,RAD57,974,abrupt,"0,31",461,"0,04577","0,04184","0,00862","0,21353","0,08183"
YDR005C,MAF1,975,abrupt,"0,69",396,"0,07910","0,07008","0,01417","0,20995","0,09432"
YDR006C,SOK1,976,smooth,"0,88",902,"0,03460","0,03212","0,00571","0,25314","0,05522"
YDR007W,TRP1,977,hybrid,"2,06",225,"0,05267","0,04948","0,00901","0,27756","0,08341"
YDR008C,,978,hybrid,"0,19",117,"0,15558","0,11817","0,02573","0,21940","0,08860"
YDR009W,GAL3,979,abrupt,"0,15",521,"0,14353","0,11860","0,02083","0,28021","0,09422"
YDR010C,,980,smooth,"0,07",111,"0,20266","0,15119","0,03223","0,25912","0,06374"
YDR011W,SNQ2,981,abrupt,"4,14",1502,"0,04943","0,04565","0,00752","0,26413","0,08018"
YDR012W,RPL4B,982,smooth,"72,18",363,"0,25076","0,20372","0,01951","0,62437","0,06673"
YDR013W,PSF1,983,hybrid,"0,22",209,"0,13517","0,11567","0,02266","0,26649","0,07586"
YDR014W,RAD61,984,abrupt,"0,1",648,"0,04998","0,04615","0,00831","0,24813","0,08436"
YDR015C,,985,smooth,"0,09",80,#N/A,#N/A,#N/A,"0,18571","0,07299"
YDR016C,DAD1,986,smooth,"0,91",95,"0,41522","0,23990","0,06087","0,26951","0,07947"
YDR017C,KCS1,987,smooth,"1,09",1051,"0,02588","0,02507","0,00440","0,23188","0,04833"
YDR018C,,988,smooth,"0,09",397,"0,04869","0,04563","0,00823","0,22845","0,05261"
YDR019C,GCV1,989,abrupt,"2,47",401,"0,07621","0,06886","0,01240","0,23673","0,10321"
YDR020C,DAS2,990,hybrid,"0,24",233,"0,09636","0,08887","0,01424","0,35322","0,07850"
YDR021W,FAL1,991,hybrid,"0,56",400,"0,10408","0,09086","0,01451","0,31592","0,07300"
YDR022C,CIS1,992,hybrid,"0,13",197,"0,09780","0,08974","0,01719","0,25528","0,08296"
YDR023W,SES1,993,abrupt,"8,03",463,"0,15632","0,13665","0,01765","0,41005","0,08233"
YDR024W,FYV1,994,smooth,"0,17",162,"0,29903","0,15941","0,03581","0,27281","0,07718"
YDR025W,RPS11A,995,hybrid,"77,68",157,"0,14380","0,12668","0,01300","0,58346","0,08248"
YDR026C,NSI1,996,abrupt,"0,16",571,"0,05272","0,04673","0,00753","0,29541","0,09849"
YDR027C,VPS54,997,abrupt,"0,89",890,"0,02734","0,02602","0,00492","0,22231","0,08596"
YDR028C,REG1,998,abrupt,"1,23",1015,"0,03646","0,03443","0,00563","0,25568","0,08857"
YDR029W,,999,abrupt,"0,14",105,"0,20492","0,15237","0,04945","0,17686","0,09381"
YDR030C,RAD28,1000,abrupt,"0,26",507,"0,04372","0,04092","0,00740","0,26472","0,09509"
YDR031W,MIC14,1001,smooth,"0,81",122,"0,19906","0,15948","0,02897","0,33715","0,07863"
YDR032C,PST2,1002,smooth,"5,86",199,"0,28642","0,21500","0,02724","0,42083","0,06435"
YDR033W,MRH1,1003,abrupt,"25,94",321,"0,17862","0,15295","0,01971","0,37031","0,08563"
YDR034C,LYS14,1004,hybrid,"0,33",791,"0,02825","0,02796","0,00506","0,26770","0,07770"
YDR035W,ARO3,1007,abrupt,"5,25",371,"0,13070","0,11523","0,01727","0,29013","0,09541"
YDR036C,EHD3,1008,smooth,"1,01",501,"0,08966","0,07385","0,01185","0,30716","0,06400"
YDR037W,KRS1,1009,abrupt,"7,94",592,"0,14897","0,12956","0,01655","0,36897","0,06936"
YDR038C,ENA5,1010,hybrid,"2,21",1092,"0,06634","0,06056","0,00971","0,27445","0,06498"
YDR039C,ENA2,1011,hybrid,"4,55",1092,"0,06775","0,06224","0,00992","0,27447","0,06443"
YDR040C,ENA1,1012,hybrid,"0,09",1092,"0,06683","0,06279","0,01001","0,27426","0,06309"
YDR041W,RSM10,1013,smooth,"1,44",204,"0,12265","0,09841","0,01982","0,26443","0,07220"
YDR042C,,1014,smooth,"0,05",201,"0,16310","0,12523","0,02432","0,29589","0,07875"
YDR043C,NRG1,1015,abrupt,"0,31",232,"0,08643","0,07774","0,01448","0,28854","0,08875"
YDR044W,HEM13,1016,smooth,"1,08",329,"0,20514","0,14291","0,01824","0,31447","0,04257"
YDR045C,RPC11,1017,smooth,"2,9",111,"0,12895","0,08860","0,01818","0,25114","0,05570"
YDR046C,BAP3,1018,abrupt,"2,01",605,"0,08110","0,06839","0,01143","0,28071","0,08783"
YDR047W,HEM12,1019,hybrid,"1,47",363,"0,11366","0,10260","0,01784","0,28941","0,07988"
YDR048C,,1020,hybrid,"0,07",105,"0,66328","0,19336","0,05733","0,20845","0,07493"
YDR049W,VMS1,1021,abrupt,"0,54",633,"0,05907","0,05471","0,00962","0,27885","0,07861"
YDR050C,TPI1,1022,smooth,"182,94",249,"0,26112","0,21182","0,01982","0,68044","0,07251"
YDR051C,DET1,1023,smooth,"1,43",335,"0,09626","0,08382","0,01431","0,30837","0,06472"
YDR052C,DBF4,1024,smooth,"0,38",705,"0,04748","0,04320","0,00738","0,20765","0,04395"
YDR053W,,1025,smooth,"0,11",132,"0,27515","0,17767","0,04038","0,24881","0,07065"
YDR054C,CDC34,1026,hybrid,"0,77",296,"0,12224","0,10305","0,01784","0,27942","0,06605"
YDR055W,PST1,1027,smooth,"4,39",445,"0,19499","0,13407","0,02012","0,29703","0,05020"
YDR056C,,1028,smooth,"1,7",206,"0,11603","0,08609","0,01384","0,31047","0,05544"
YDR057W,YOS9,1029,abrupt,"0,53",543,"0,09421","0,08380","0,01559","0,25348","0,08269"
YDR058C,TGL2,1030,abrupt,"0,42",327,"0,11369","0,10074","0,01804","0,30124","0,08680"
YDR059C,UBC5,1031,hybrid,"0,78",149,"0,08665","0,07987","0,01355","0,28023","0,08302"
YDR060W,MAK21,1032,abrupt,"2,05",1026,"0,08431","0,07506","0,01168","0,29730","0,06492"
YDR061W,,1033,abrupt,"0,87",540,"0,05704","0,05278","0,01038","0,24175","0,08569"
YDR062W,LCB2,1034,abrupt,"4,2",562,"0,08164","0,07252","0,01125","0,26082","0,07322"
YDR063W,AIM7,1035,abrupt,"1,77",150,"0,16866","0,12491","0,02153","0,31388","0,08933"
YDR064W,RPS13,1036,smooth,"31,56",152,"0,18603","0,15128","0,01406","0,67719","0,06705"
YDR065W,RRG1,1037,hybrid,"0,12",366,"0,03618","0,03448","0,00608","0,28607","0,07593"
YDR066C,RTR2,1038,abrupt,"0,34",197,"0,14610","0,10783","0,02300","0,25687","0,09121"
YDR067C,OCA6,1039,hybrid,"0,67",225,"0,07046","0,06394","0,01118","0,30404","0,07710"
YDR068W,DOS2,1040,smooth,"1,15",311,"0,15138","0,12806","0,01994","0,35414","0,07246"
YDR069C,DOA4,1041,smooth,"0,2",927,"0,02945","0,02799","0,00485","0,24345","0,04872"
YDR070C,FMP16,1042,smooth,"0,18",94,"0,32123","0,23092","0,03645","0,37157","0,06867"
YDR071C,PAA1,1043,smooth,"3,86",192,"0,21291","0,14371","0,02471","0,29804","0,06828"
YDR072C,IPT1,1044,hybrid,"2,1",528,"0,14010","0,11613","0,02044","0,27566","0,06425"
YDR073W,SNF11,1045,abrupt,"0,26",170,"0,05222","0,04781","0,01187","0,19130","0,09638"
YDR074W,TPS2,1046,abrupt,"0,96",897,"0,09791","0,08880","0,01393","0,27418","0,08151"
YDR075W,PPH3,1047,smooth,"0,5",309,"0,06693","0,06198","0,01069","0,30329","0,06798"
YDR076W,RAD55,1048,smooth,"0,32",407,"0,08412","0,06453","0,01152","0,25424","0,05176"
YDR077W,SED1,1049,hybrid,"26,62",339,"0,18029","0,14780","0,01776","0,43163","0,07138"
YDR078C,SHU2,1050,abrupt,"0,45",224,"0,12775","0,10297","0,01844","0,29877","0,08976"
YDR079W,PET100,1052,hybrid,"1,14",112,"0,15576","0,13113","0,02796","0,24853","0,09467"
YDR080W,VPS41,1053,abrupt,"0,32",993,"0,04941","0,04586","0,00772","0,27849","0,07162"
YDR081C,PDC2,1054,abrupt,"0,21",926,"0,03565","0,03241","0,00577","0,23843","0,08961"
YDR082W,STN1,1055,abrupt,"0,26",495,"0,02238","0,02185","0,00408","0,26306","0,08337"
YDR083W,RRP8,1056,abrupt,"1,96",393,"0,11070","0,09773","0,01476","0,35170","0,08411"
YDR084C,TVP23,1057,abrupt,"1,52",200,"0,11691","0,09896","0,01903","0,28140","0,09282"
YDR085C,AFR1,1058,smooth,"0,21",621,"0,02841","0,02716","0,00467","0,28045","0,05912"
YDR086C,SSS1,1059,smooth,"6,03",81,"0,26106","0,19454","0,02494","0,40234","0,05752"
YDR087C,RRP1,1060,smooth,"1,63",279,"0,12800","0,10870","0,01999","0,28441","0,06918"
YDR088C,SLU7,1061,hybrid,"0,3",383,"0,07734","0,07178","0,01197","0,28826","0,07060"
YDR089W,,1062,abrupt,"0,44",870,"0,04103","0,03876","0,00689","0,23613","0,07488"
YDR090C,,1063,hybrid,"0,8",311,"0,10291","0,09399","0,01635","0,27938","0,07153"
YDR091C,RLI1,1064,smooth,"2,42",609,"0,12648","0,10803","0,01444","0,35372","0,05891"
YDR092W,UBC13,1065,abrupt,"4,12",154,"0,16248","0,12709","0,02291","0,25562","0,08149"
YDR093W,DNF2,1066,abrupt,"0,96",1613,"0,03352","0,03142","0,00543","0,25374","0,09765"
YDR094W,,1067,smooth,"1,1",112,#N/A,#N/A,#N/A,"0,30338","0,08505"
YDR095C,,1068,smooth,"0,11",137,"0,11907","0,09905","0,02689","0,16801","0,06616"
YDR096W,GIS1,1069,abrupt,"0,36",895,"0,03851","0,03714","0,00595","0,28494","0,08375"
YDR097C,MSH6,1070,hybrid,"1,06",1243,"0,05653","0,05296","0,00879","0,26351","0,06766"
YDR098C,GRX3,1071,abrupt,"2,53",286,"0,11817","0,09863","0,01681","0,29854","0,08675"
YDR099W,BMH2,1072,abrupt,"4,03",274,"0,17203","0,14892","0,01985","0,32413","0,10190"
YDR100W,TVP15,1073,smooth,"2,08",144,"0,12755","0,11000","0,02040","0,27645","0,07113"
YDR101C,ARX1,1074,hybrid,"2,6",594,"0,13126","0,11115","0,01730","0,31605","0,07164"
YDR102C,,1075,hybrid,"0,08",111,"0,20728","0,13190","0,03188","0,23859","0,08074"
YDR103W,STE5,1076,abrupt,"0,45",918,"0,03500","0,03327","0,00619","0,24445","0,08524"
YDR104C,SPO71,1077,abrupt,"0,28",1246,"0,02310","0,02261","0,00417","0,22442","0,09147"
YDR105C,TMS1,1078,smooth,"1,27",474,"0,10675","0,09472","0,01783","0,24193","0,05791"
YDR106W,ARP10,1079,abrupt,"0,17",285,"0,09094","0,07685","0,01459","0,26054","0,08564"
YDR107C,TMN2,1080,abrupt,"0,6",673,"0,05395","0,05086","0,00919","0,25483","0,09296"
YDR108W,TRS85,1081,hybrid,"0,42",699,"0,04205","0,03978","0,00761","0,21577","0,05600"
YDR109C,,1082,hybrid,"0,27",716,"0,02772","0,02652","0,00486","0,23932","0,07034"
YDR110W,FOB1,1083,smooth,"0,4",567,"0,06460","0,05837","0,01082","0,24874","0,05582"
YDR111C,ALT2,1084,abrupt,"0,35",508,"0,07460","0,06618","0,01172","0,21798","0,09597"
YDR112W,IRC2,1085,abrupt,"0,08",103,"0,46031","0,22885","0,05319","0,27642","0,09790"
YDR113C,PDS1,1086,hybrid,"0,62",374,"0,07438","0,06801","0,01266","0,24939","0,07149"
YDR114C,,1087,smooth,"0,1",101,"0,30399","0,20111","0,06227","0,21646","0,08364"
YDR115W,,1088,hybrid,"2,44",106,"1,01233","0,25606","0,05810","0,28624","0,08748"
YDR116C,MRPL1,1089,abrupt,"1,01",286,"0,09243","0,08068","0,01408","0,23067","0,08521"
YDR117C,TMA64,1090,abrupt,"0,51",566,"0,08926","0,07740","0,01307","0,26869","0,08363"
YDR118W,APC4,1091,abrupt,"0,16",653,"0,04680","0,04318","0,00830","0,23466","0,07404"
YDR119W,VBA4,1092,abrupt,"1,42",769,"0,06972","0,06185","0,01162","0,24746","0,08149"
YDR120C,TRM1,1093,smooth,"1,49",571,"0,16196","0,11328","0,01877","0,29795","0,05848"
YDR121W,DPB4,1094,abrupt,"0,5",197,"0,11935","0,10628","0,02007","0,30720","0,09534"
YDR122W,KIN1,1095,smooth,"0,26",1065,"0,04370","0,04150","0,00760","0,22052","0,04728"
YDR123C,INO2,1096,hybrid,"0,39",305,"0,06898","0,06413","0,01238","0,26919","0,07900"
YDR124W,,1097,abrupt,"0,09",325,"0,06129","0,05376","0,01068","0,25444","0,08708"
YDR125C,ECM18,1098,smooth,"0,09",454,"0,08520","0,06962","0,01169","0,25816","0,04878"
YDR126W,SWF1,1099,hybrid,"0,2",337,"0,07815","0,06873","0,01402","0,25772","0,07669"
YDR127W,ARO1,1100,abrupt,"2,05",1589,"0,04939","0,04567","0,00710","0,24063","0,07432"
YDR128W,MTC5,1101,abrupt,"0,62",1149,"0,01608","0,01560","0,00286","0,25418","0,09233"
YDR129C,SAC6,1102,abrupt,"3,54",643,"0,13523","0,11726","0,01752","0,34212","0,07920"
YDR130C,FIN1,1103,hybrid,"0,4",292,"0,08996","0,07648","0,01675","0,21251","0,07873"
YDR131C,,1104,hybrid,"0,26",557,"0,05914","0,05455","0,00971","0,26873","0,07469"
YDR132C,,1105,abrupt,"0,2",496,"0,06444","0,05966","0,01094","0,23569","0,08026"
YDR133C,,1106,hybrid,"34,16",112,"0,14931","0,10453","0,02817","0,19655","0,07987"
YDR135C,YCF1,1107,hybrid,"1,66",1516,"0,02730","0,02561","0,00439","0,25682","0,05863"
YDR136C,VPS61,1108,hybrid,"0,08",191,"0,09462","0,08208","0,02031","0,16493","0,06501"
YDR137W,RGP1,1109,abrupt,"0,38",664,"0,04562","0,04333","0,00849","0,19035","0,06415"
YDR138W,HPR1,1110,abrupt,"0,34",753,"0,03953","0,03754","0,00654","0,25116","0,09169"
YDR139C,RUB1,1111,smooth,"5,16",78,"0,33017","0,21797","0,05088","0,28684","0,08462"
YDR140W,MTQ2,1112,abrupt,"1,23",222,"0,09892","0,08424","0,01510","0,30366","0,09719"
YDR141C,DOP1,1113,abrupt,"0,49",1699,"0,04213","0,03804","0,00726","0,22321","0,07351"
YDR142C,PEX7,1114,smooth,"0,25",376,"0,05771","0,05258","0,00969","0,28502","0,07252"
YDR143C,SAN1,1115,hybrid,"0,74",611,"0,06596","0,06119","0,01012","0,30475","0,06835"
YDR144C,MKC7,1116,abrupt,"2,92",597,"0,06914","0,06183","0,01070","0,28234","0,08670"
YDR145W,TAF12,1117,abrupt,"1,18",540,"0,06654","0,06246","0,01238","0,18840","0,07269"
YDR146C,SWI5,1118,abrupt,"0,74",710,"0,05168","0,04895","0,00877","0,27152","0,08179"
YDR147W,EKI1,1119,abrupt,"0,41",535,"0,07298","0,06246","0,01098","0,25232","0,09335"
YDR148C,KGD2,1120,smooth,"0,75",464,"0,14347","0,10545","0,01544","0,32919","0,06755"
YDR149C,,1121,abrupt,"0,18",236,"0,13105","0,11486","0,02404","0,22166","0,08996"
YDR150W,NUM1,1122,abrupt,"0,83",2749,"0,01139","0,01140","0,00185","0,23531","0,07828"
YDR151C,CTH1,1123,hybrid,"0,67",326,"0,08063","0,07412","0,01455","0,22630","0,07748"
YDR152W,GIR2,1124,abrupt,"1,9",266,"0,13624","0,10748","0,01768","0,33075","0,09148"
YDR153C,ENT5,1125,abrupt,"1,42",412,"0,09034","0,08220","0,01461","0,27490","0,08666"
YDR154C,,1126,hybrid,"197,74",117,"0,16608","0,12636","0,02789","0,24232","0,07510"
YDR155C,CPR1,1127,smooth,"29,55",163,"0,27381","0,21487","0,02163","0,65009","0,08330"
YDR156W,RPA14,1128,hybrid,"4,11",138,"0,10173","0,09027","0,01831","0,26597","0,07919"
YDR157W,,1129,smooth,"1,42",134,"0,14695","0,10415","0,02043","0,26019","0,05862"
YDR158W,HOM2,1130,hybrid,"8,35",366,"0,13186","0,11676","0,01494","0,40119","0,07496"
YDR159W,SAC3,1131,abrupt,"0,72",1302,"0,02140","0,02041","0,00357","0,25200","0,06478"
YDR160W,SSY1,1132,abrupt,"0,4",853,"0,02102","0,02036","0,00368","0,26294","0,07138"
YDR161W,,1133,abrupt,"1,06",388,"0,07374","0,06226","0,01091","0,25273","0,07648"
YDR162C,NBP2,1134,smooth,"0,63",237,"0,15363","0,11501","0,02069","0,28570","0,06016"
YDR163W,CWC15,1135,hybrid,"0,74",176,"0,16962","0,13137","0,02575","0,27997","0,07996"
YDR164C,SEC1,1136,smooth,"0,43",725,"0,06298","0,05608","0,00916","0,23582","0,04371"
YDR165W,TRM82,1137,smooth,"1,95",445,"0,12596","0,10142","0,01547","0,32633","0,06554"
YDR166C,SEC5,1138,abrupt,"0,52",972,"0,02917","0,02773","0,00466","0,25209","0,06368"
YDR167W,TAF10,1139,abrupt,"2,16",207,"0,10614","0,09358","0,01926","0,23514","0,09018"
YDR168W,CDC37,1140,hybrid,"1,35",507,"0,10566","0,09571","0,01503","0,28569","0,06578"
YDR169C,STB3,1141,abrupt,"0,46",514,"0,05836","0,05187","0,00994","0,26034","0,08896"
YDR170C,SEC7,1142,abrupt,"3,16",2010,"0,04237","0,03861","0,00628","0,25041","0,07111"
YDR171W,HSP42,1143,smooth,"1,06",376,"0,09594","0,08432","0,01454","0,30092","0,06979"
YDR172W,SUP35,1144,abrupt,"5,95",686,"0,13530","0,10939","0,01540","0,26216","0,05551"
YDR173C,ARG82,1145,abrupt,"0,18",356,"0,07813","0,06626","0,01286","0,22452","0,07003"
YDR174W,HMO1,1146,smooth,"4,36",247,"0,18517","0,14950","0,02124","0,37462","0,06869"
YDR175C,RSM24,1147,abrupt,"0,77",320,"0,10257","0,08871","0,01607","0,27012","0,09555"
YDR176W,NGG1,1148,smooth,"0,46",703,"0,10354","0,08877","0,01560","0,25177","0,05198"
YDR177W,UBC1,1149,hybrid,"4,76",216,"0,19451","0,15056","0,02673","0,29697","0,07467"
YDR178W,SDH4,1150,hybrid,"2,68",182,"0,09653","0,08686","0,01517","0,30341","0,07468"
YDR179C,CSN9,1151,abrupt,"0,15",163,"0,16976","0,12474","0,02319","0,27333","0,10218"
YDR179W-A,,1152,abrupt,"0,34",464,#N/A,#N/A,#N/A,"0,25744","0,08621"
YDR180W,SCC2,1153,abrupt,"0,54",1494,"0,04420","0,04095","0,00738","0,25623","0,09292"
YDR181C,SAS4,1154,hybrid,"0,43",482,"0,06717","0,06253","0,01114","0,27361","0,06746"
YDR182W,CDC1,1155,abrupt,"1,44",492,"0,09887","0,08330","0,01579","0,23942","0,07699"
YDR183W,PLP1,1156,smooth,"0,37",231,"0,09622","0,08754","0,01606","0,28556","0,07052"
YDR184C,ATC1,1157,smooth,"1,36",295,"0,08126","0,06968","0,01221","0,27782","0,06009"
YDR185C,UPS3,1158,smooth,"0,16",180,"0,07090","0,06558","0,01224","0,22478","0,06120"
YDR186C,,1159,smooth,"0,93",878,"0,02280","0,02207","0,00400","0,23254","0,05138"
YDR187C,,1160,hybrid,"0,1",173,"0,30229","0,18533","0,04887","0,21579","0,08713"
YDR188W,CCT6,1161,smooth,"5,59",547,"0,08090","0,07382","0,01359","0,21909","0,05528"
YDR189W,SLY1,1162,abrupt,"1,08",667,"0,09445","0,08254","0,01294","0,28411","0,08480"
