gene,L,x,b,B,g,w,P,Pz,Ps,T,I,E,mean_E,h,m,queue
YDR005C,396,3.22,76.38,246.05,0.4541,1.80,1.784725e-05,8.948647e-05,3.027165e-03,156794,56031,100763,254.5,2966281,4279438,0
YDR006C,902,1.16,2120.51,2463.72,0.8435,7.61,3.592067e-05,3.227379e-05,1.689339e-02,239651,27839,211812,234.8,40918582,59033036,0
YDR007W,225,7.83,19.68,154.13,0.2721,0.61,1.162322e-05,2.175429e-04,8.109684e-04,138706,86035,52671,234.1,1173688,1693274,0
YDR011W,1502,1.55,NA,NA,1.7216,25.86,8.340864e-05,4.297404e-05,2.945962e-02,322007,11989,310018,206.4,NA,NA,0
YDR013W,209,4.56,NA,NA,0.6706,1.40,2.778585e-05,1.266968e-04,3.328744e-03,86432,35990,50442,241.3,NA,NA,0
YDR014W,648,1.09,698.64,762.53,0.4378,2.84,1.859261e-05,3.031794e-05,9.308142e-03,206374,53785,152589,235.5,26045843,37576209,0
YDR016C,95,9.66,NA,NA,0.7398,0.70,2.554713e-05,2.684687e-04,1.444345e-03,66652,39143,27509,289.6,NA,NA,0
YDR017C,1051,2.72,68.32,185.69,0.4441,4.67,1.890547e-05,7.549801e-05,3.800794e-03,299773,52895,246878,234.9,2504903,3613811,0
YDR019C,401,19.26,83.36,1605.30,0.3564,1.43,1.567521e-05,5.349232e-04,4.447789e-04,154958,63795,91163,227.3,3686171,5318020,0
YDR020C,233,3.93,74.66,293.72,0.4631,1.08,2.163975e-05,1.092871e-04,3.005423e-03,96073,46211,49862,214.0,2391301,3449918,0
YDR021W,400,4.89,226.49,1106.56,0.2607,1.04,1.229777e-05,1.357129e-04,1.375396e-03,166102,81316,84786,212.0,12765845,18417221,0
YDR022C,197,1.48,24.02,35.63,0.5981,1.18,2.567596e-05,4.120748e-05,9.457425e-03,84839,38947,45892,233.0,648330,935342,0
YDR023W,463,27.69,2114.31,58544.76,2.2622,10.47,1.464732e-04,7.691597e-04,2.890440e-03,78334,6827,71507,154.4,10005442,14434802,0
YDR026C,571,2.39,156.29,374.11,0.3617,2.07,1.639618e-05,6.649253e-05,3.742762e-03,186967,60990,125977,220.6,6607114,9532051,0
YDR027C,890,1.61,911.85,1471.28,0.5669,5.05,2.211178e-05,4.481974e-05,7.488188e-03,273399,45225,228174,256.4,28584126,41238176,0
YDR028C,1015,1.90,293.07,557.21,1.7960,18.23,8.391609e-05,5.281438e-05,2.411656e-02,229154,11917,217237,214.0,2420725,3492368,0
YDR030C,507,1.04,NA,NA,0.1617,0.82,6.858837e-06,2.876474e-05,3.619198e-03,265336,145797,119539,235.8,NA,NA,0
YDR031W,122,2.69,32.74,88.14,0.9580,1.17,4.102517e-05,7.477725e-05,8.327280e-03,52865,24375,28490,233.5,553182,798073,0
YDR032C,199,12.33,301.98,3723.66,1.4796,2.94,1.008248e-04,3.425283e-04,4.467794e-03,39122,9918,29204,146.8,2076010,2995050,0
YDR033W,321,18.96,2781.53,52746.12,3.1629,10.15,2.289070e-04,5.267494e-04,6.595949e-03,48723,4369,44354,138.2,8422682,12151361,0
YDR034C,791,2.05,466.50,954.24,0.4352,3.44,1.880812e-05,5.682038e-05,5.024162e-03,236207,53169,183038,231.4,17192244,24803165,0
YDR035W,371,7.31,603.21,4407.53,1.3762,5.11,7.749850e-05,2.029671e-04,5.795488e-03,78786,12903,65883,177.6,5395104,7783489,0
YDR036C,501,1.51,1503.52,2264.37,1.3768,6.90,6.767800e-05,4.183470e-05,2.455462e-02,116694,14776,101918,203.4,15398757,22215710,0
YDR037W,592,17.79,3115.86,55429.16,2.8497,16.87,1.940983e-04,4.941484e-04,5.961926e-03,92067,5152,86915,146.8,11127107,16053022,0
YDR041W,204,9.35,14.67,137.12,0.4087,0.83,1.537061e-05,2.595838e-04,8.987436e-04,119300,65059,54241,265.9,661700,954631,0
YDR042C,201,1.93,141.04,271.59,0.0516,0.10,2.185138e-06,5.348963e-05,6.200570e-04,505114,457637,47477,236.2,44739636,64545650,0
YDR043C,232,3.02,7.20,21.75,0.8126,1.89,3.228748e-05,8.389452e-05,5.841480e-03,89358,30972,58386,251.7,154609,223053,0
YDR044W,329,5.39,468.81,2528.31,0.9964,3.28,6.815313e-05,1.498049e-04,6.905293e-03,62775,14673,48102,146.2,4768054,6878848,0
YDR045C,111,13.96,36.10,503.92,0.6157,0.68,2.438972e-05,3.877168e-04,9.548047e-04,69022,41001,28021,252.4,1026047,1480273,0
YDR046C,605,4.96,135.46,671.76,0.6542,3.96,3.116924e-05,1.377568e-04,3.434278e-03,159060,32083,126977,209.9,3012277,4345797,0
YDR047W,363,5.67,31.29,177.30,0.4954,1.80,2.234330e-05,1.573901e-04,2.154727e-03,125234,44756,80478,221.7,970776,1400534,0
YDR049W,633,1.71,182.00,311.08,0.9924,6.28,4.385429e-05,4.747986e-05,1.401926e-02,166051,22803,143248,226.3,2876595,4150049,0
YDR050C,249,231.02,1071.00,247418.50,2.2675,5.65,2.254874e-04,6.417103e-03,5.333418e-04,29474,4435,25039,100.6,3292258,4749724,0
YDR051C,335,6.23,256.53,1599.00,0.4353,1.46,1.931544e-05,1.731422e-04,1.693261e-03,127270,51772,75498,225.4,9205847,13281229,0
YDR052C,705,1.69,NA,NA,0.9294,6.55,3.984162e-05,4.700291e-05,1.286573e-02,189560,25099,164461,233.3,NA,NA,0
YDR054C,296,4.07,157.93,642.68,1.4346,4.25,6.563622e-05,1.130404e-04,8.813170e-03,79930,15235,64695,218.6,1667786,2406106,0
YDR055W,445,5.46,1354.54,7394.86,0.9559,4.25,5.220555e-05,1.516476e-04,5.225206e-03,100639,19155,81484,183.1,17984589,25946278,0
YDR056C,206,6.52,131.64,858.21,0.9372,1.93,4.513215e-05,1.810864e-04,3.782880e-03,64933,22157,42776,207.7,2021822,2916873,0
YDR057W,543,2.06,633.41,1301.92,0.6220,3.38,2.507391e-05,5.709441e-05,6.665778e-03,174583,39882,134701,248.1,17510171,25261837,0
YDR058C,327,1.47,11.57,16.97,0.1249,0.41,5.341877e-06,4.075911e-05,1.989260e-03,263660,187200,76460,233.8,1501078,2165597,0
YDR060W,1026,3.66,1289.61,4721.96,1.6099,16.52,8.255266e-05,1.017095e-04,1.231947e-02,212202,12113,200089,195.0,10828106,15621655,0
YDR061W,540,4.43,33.95,150.47,0.3652,1.97,1.375135e-05,1.231016e-04,1.695524e-03,216137,72720,143417,265.6,1711475,2469137,0
YDR062W,562,7.07,529.34,3742.81,0.7579,4.26,4.110453e-05,1.964084e-04,3.176522e-03,127947,24328,103619,184.4,8926289,12877914,0
YDR063W,150,3.80,161.90,615.99,1.7852,2.68,7.650547e-05,1.056888e-04,1.098717e-02,48072,13071,35001,233.3,1466804,2116151,0
YDR064W,152,191.29,560.67,107249.60,2.7433,4.17,2.722003e-04,5.313551e-03,7.775459e-04,18993,3674,15319,100.8,1427728,2059776,0
YDR065W,366,2.21,128.43,284.07,0.2221,0.81,9.796088e-06,6.144029e-05,2.420036e-03,185061,102082,82979,226.7,9087489,13110475,0
YDR066C,197,1.60,10.42,16.71,0.6639,1.31,2.357155e-05,4.454857e-05,8.031130e-03,97912,42424,55488,281.7,306392,442031,0
YDR067C,225,6.42,10.81,69.32,0.2353,0.53,1.023958e-05,1.781966e-04,8.721781e-04,149361,97660,51701,229.8,731472,1055291,0
YDR068W,311,5.32,278.24,1481.07,0.7120,2.21,3.359772e-05,1.478616e-04,3.448870e-03,95669,29764,65905,211.9,5740289,8281487,0
YDR069C,927,0.41,1624.31,661.46,1.0716,9.93,4.775302e-05,1.131175e-05,6.407570e-02,228971,20941,208030,224.4,23577332,34014900,0
YDR071C,192,20.57,145.50,2992.54,1.2281,2.36,6.102466e-05,5.713087e-04,1.621276e-03,55025,16387,38638,201.2,1652673,2384303,0
YDR072C,528,3.48,205.70,715.40,0.6119,3.23,2.925409e-05,9.660811e-05,4.596163e-03,144630,34183,110447,209.2,4873841,7031467,0
YDR073W,170,1.27,17.88,22.69,1.2962,2.20,4.185058e-05,3.525751e-05,1.801657e-02,76546,23895,52651,309.7,296082,427156,0
YDR074W,897,1.81,1216.15,2204.65,1.2439,11.16,6.627799e-05,5.035608e-05,1.997743e-02,183435,15088,168347,187.7,12718671,18349164,0
YDR075W,309,3.38,493.85,1668.33,0.6937,2.14,2.936944e-05,9.383972e-05,4.750412e-03,107038,34049,72989,236.2,11655290,16815030,0
YDR078C,224,3.00,7.68,23.02,0.1933,0.43,8.158193e-06,8.328896e-05,1.486719e-03,175660,122576,53084,237.0,652237,940979,0
YDR079C-A,73,4.98,47.31,235.82,1.0294,0.75,4.059504e-05,1.384618e-04,4.450054e-03,43145,24634,18511,253.6,807787,1165391,0
YDR079W,112,2.25,65.65,147.77,1.5452,1.73,5.579618e-05,6.252621e-05,1.354455e-02,48939,17922,31017,276.9,815555,1176598,0
YDR080W,993,1.14,121.49,138.57,0.7673,7.62,3.510784e-05,3.168131e-05,1.681990e-02,245511,28484,217027,218.6,2398692,3460581,0
YDR081C,926,1.38,1451.73,1998.93,0.6659,6.17,2.916508e-05,3.824805e-05,1.157381e-02,245709,34288,211421,228.3,34502234,49776201,0
YDR082W,495,3.76,7.32,27.50,0.0269,0.13,1.105748e-06,1.043723e-04,1.608027e-04,1024572,904365,120207,242.8,4588070,6619185,0
YDR084C,200,3.87,219.67,850.23,1.0323,2.06,4.668793e-05,1.075124e-04,6.591259e-03,65640,21419,44221,221.1,3261327,4705100,0
YDR085C,621,0.47,80.80,38.11,0.4774,2.96,2.018444e-05,1.310238e-05,2.338239e-02,196423,49543,146880,236.5,2774574,4002864,0
YDR086C,81,25.72,1640.11,42177.77,2.0931,1.70,1.423408e-04,7.143457e-04,3.024428e-03,18936,7025,11911,147.0,7986727,11522412,0
YDR087C,279,14.98,137.74,2063.51,0.6177,1.72,2.672604e-05,4.161488e-04,9.747838e-04,101905,37417,64488,231.1,3572286,5153719,0
YDR088C,383,3.05,328.48,1001.96,0.5814,2.23,2.650504e-05,8.472971e-05,4.748048e-03,121742,37729,84013,219.4,8590284,12393160,0
YDR089W,870,1.63,2756.80,4500.13,1.1570,10.07,5.026024e-05,4.534363e-05,1.682405e-02,220171,19896,200275,230.2,38019531,54850589,0
YDR090C,311,2.70,53.84,145.12,0.5064,1.57,2.329125e-05,7.487255e-05,4.721635e-03,110555,42935,67620,217.4,1602251,2311560,0
YDR091C,609,7.57,2855.36,21602.38,1.3246,8.07,8.659806e-05,2.101541e-04,6.254500e-03,104701,11548,93153,153.0,22854853,32972583,0
YDR092W,154,4.58,97.88,447.99,2.2815,3.51,1.062493e-04,1.271395e-04,1.268434e-02,42481,9412,33069,214.7,638537,921214,0
YDR093W,1613,0.45,2486.90,1119.61,2.4003,38.72,1.066969e-04,1.250562e-05,1.294997e-01,372233,9372,362861,225.0,16155934,23308085,0
YDR096W,895,0.26,8175.71,2097.92,3.1097,27.83,1.566365e-04,7.127898e-06,3.335446e-01,184070,6384,177686,198.5,36179105,52195416,0
YDR097C,1243,0.58,393.95,226.77,2.7920,34.70,1.223742e-04,1.599015e-05,1.161608e-01,291761,8172,283589,228.1,2231372,3219190,0
YDR098C,286,9.57,902.74,8635.14,1.6540,4.73,8.067042e-05,2.657091e-04,4.608188e-03,71034,12396,58638,205.0,7756603,11190413,0
YDR100W,144,6.45,162.70,1048.77,0.8609,1.24,3.963963e-05,1.790575e-04,3.360155e-03,56500,25227,31273,217.2,2845004,4104474,0
YDR101C,594,6.68,867.95,5799.03,0.8670,5.15,4.689616e-05,1.855925e-04,3.835299e-03,131147,21324,109823,184.9,12828649,18507828,0
YDR103W,918,1.47,445.87,655.17,0.7664,7.04,3.186314e-05,4.081770e-05,1.184847e-02,252187,31384,220803,240.5,9699332,13993178,0
YDR104C,1246,0.54,108.93,58.40,0.2243,2.79,9.454155e-06,1.489213e-05,9.635810e-03,401380,105774,295606,237.2,7986492,11522072,0
YDR105C,474,2.52,198.36,498.99,0.4021,1.91,1.709815e-05,6.987725e-05,3.713947e-03,169956,58486,111470,235.2,8041433,11601336,0
YDR107C,673,0.68,2407.29,1633.12,1.3783,9.28,6.096097e-05,1.884460e-05,4.910065e-02,168565,16404,152161,226.1,27371738,39489071,0
YDR108W,699,1.50,138.25,206.71,0.3727,2.61,1.534046e-05,4.153274e-05,5.606219e-03,235026,65187,169839,243.0,6246769,9012183,0
YDR109C,716,1.09,112.17,122.80,0.4269,3.06,1.753604e-05,3.041061e-05,8.752431e-03,231322,57025,174297,243.4,4433744,6396540,0
YDR110W,567,3.06,144.20,440.89,0.4437,2.52,1.888840e-05,8.492943e-05,3.375664e-03,186123,52943,133180,234.9,5291765,7634403,0
YDR111C,508,2.02,134.52,271.76,0.4428,2.25,2.029816e-05,5.611809e-05,5.490048e-03,160095,49266,110829,218.2,4593484,6626996,0
YDR113C,374,1.52,516.74,783.34,1.8499,6.92,7.865418e-05,4.210939e-05,2.835079e-02,100675,12714,87961,235.2,4553796,6569739,0
YDR115W,106,9.41,6.32,59.45,0.7359,0.78,2.850394e-05,2.614213e-04,1.654955e-03,62451,35083,27368,258.2,153620,221627,0
YDR116C,286,2.20,276.16,608.24,1.3637,3.90,5.999192e-05,6.117967e-05,1.488360e-02,81682,16669,65013,227.3,3190802,4603354,0
YDR117C,566,1.62,3450.57,5581.90,1.9528,11.05,9.170041e-05,4.493538e-05,3.097456e-02,131435,10905,120530,213.0,26082282,37628780,0
YDR118W,653,1.64,70.87,116.28,0.2284,1.49,9.066736e-06,4.557810e-05,3.019375e-03,274791,110293,164498,251.9,5417655,7816024,0
YDR119W,769,5.06,1709.94,8650.97,0.8562,6.58,3.600495e-05,1.405339e-04,3.888691e-03,210649,27774,182875,237.8,32918861,47491878,0
YDR120C,571,7.37,1036.57,7635.42,0.6448,3.68,3.023899e-05,2.046123e-04,2.243147e-03,154821,33070,121751,213.2,23760565,34279249,0
YDR121W,197,4.68,218.36,1021.38,1.3658,2.69,5.402188e-05,1.299334e-04,6.310609e-03,68317,18511,49806,252.8,2801691,4041986,0
YDR122W,1065,0.56,706.29,393.94,2.3878,25.43,1.007428e-04,1.549341e-05,9.869371e-02,262349,9926,252423,237.0,4859529,7010819,0
YDR123C,305,1.54,75.77,116.57,0.5641,1.72,2.244977e-05,4.273243e-05,7.974006e-03,121188,44544,76644,251.3,2339514,3375205,0
YDR127W,1589,1.19,4429.31,5255.54,5.2793,83.89,2.662377e-04,3.295937e-05,1.226064e-01,318843,3756,315087,198.3,11531660,16636669,1
YDR128W,1149,0.74,373.68,274.77,0.6030,6.93,2.473600e-05,2.042506e-05,1.838182e-02,320505,40427,280078,243.8,10471104,15106609,0
YDR129C,643,9.73,640.29,6228.89,1.5801,10.16,8.496868e-05,2.702294e-04,4.772529e-03,131340,11769,119571,186.0,5223264,7535577,0
YDR130C,292,3.27,102.15,333.79,0.7381,2.16,2.515476e-05,9.076564e-05,4.206501e-03,125428,39754,85674,293.4,2814874,4061004,0
YDR131C,557,1.53,233.84,357.80,0.2578,1.44,1.165478e-05,4.250248e-05,4.162098e-03,209029,85802,123227,221.2,13907425,20064172,0
YDR132C,496,1.04,106.15,110.09,0.2912,1.44,1.260310e-05,2.881080e-05,6.639636e-03,193966,79346,114620,231.1,5837885,8422288,0
YDR135C,1516,1.77,NA,NA,1.4134,21.43,6.313973e-05,4.920585e-05,1.947638e-02,355202,15838,339364,223.9,NA,NA,0
YDR137W,664,3.21,125.37,402.11,0.2533,1.68,9.621230e-06,8.909548e-05,1.639069e-03,278724,103937,174787,263.2,9032030,13030464,0
YDR138W,753,1.41,NA,NA,0.6526,4.91,2.925266e-05,3.923845e-05,1.131555e-02,202185,34185,168000,223.1,NA,NA,0
YDR139C,78,17.27,33.25,574.40,0.7710,0.60,2.920585e-05,4.798537e-04,9.238113e-04,54830,34240,20590,264.0,789144,1138494,0
YDR140W,222,2.57,46.79,120.47,0.6816,1.51,2.980948e-05,7.151388e-05,6.326832e-03,84306,33546,50760,228.6,1088098,1569793,0
YDR141C,1699,0.45,975.42,439.66,2.1521,36.56,8.942697e-05,1.252046e-05,1.084103e-01,420063,11182,408881,240.7,7560471,10907454,0
YDR142C,376,1.74,78.95,137.32,0.1986,0.75,8.411562e-06,4.831483e-05,2.642521e-03,207638,118884,88754,236.0,6505658,9385681,0
YDR143C,611,0.81,1733.66,1407.65,2.2450,13.72,1.080758e-04,2.255425e-05,7.273144e-02,136170,9253,126917,207.7,11118915,16041204,0
YDR144C,597,2.05,3306.64,6767.02,1.5247,9.10,6.722108e-05,5.684709e-05,1.794815e-02,150291,14876,135415,226.8,34096269,49190518,0
YDR145W,540,3.18,338.37,1074.65,1.2522,6.76,4.736830e-05,8.822061e-05,8.149671e-03,163863,21111,142752,264.4,4951428,7143401,0
YDR146C,710,1.24,2814.72,3494.66,1.9093,13.56,8.400203e-05,3.448795e-05,3.696960e-02,173282,11904,161378,227.3,23225838,33507801,0
YDR147W,535,3.25,NA,NA,0.3481,1.86,1.529336e-05,9.013996e-05,2.575181e-03,187157,65388,121769,227.6,NA,NA,0
YDR148C,464,1.73,1828.18,3170.06,3.8858,18.03,2.018318e-04,4.816643e-05,6.360151e-02,94288,4955,89333,192.5,6278500,9057961,0
YDR151C,326,3.40,102.97,349.73,1.0374,3.38,4.214232e-05,9.434756e-05,6.779693e-03,103980,23729,80251,246.2,1693585,2443327,0
YDR152W,266,6.72,157.98,1061.06,1.0986,2.92,5.087656e-05,1.865723e-04,4.138976e-03,77093,19655,57438,215.9,2152279,3105082,0
YDR153C,412,2.23,1062.31,2373.37,1.8176,7.49,7.797526e-05,6.206003e-05,1.907072e-02,108864,12825,96039,233.1,9443221,13623687,0
YDR155C,163,66.74,2123.98,141760.10,3.1731,5.17,2.821550e-04,1.853965e-03,2.309982e-03,21875,3544,18331,112.5,5217803,7527698,0
YDR156W,138,1.75,159.25,279.12,5.3273,7.35,2.087850e-04,4.868570e-05,6.509087e-02,40002,4790,35212,255.2,528701,762754,1
YDR158W,366,25.12,667.47,16768.66,1.5029,5.50,1.019470e-04,6.978573e-04,2.217329e-03,63765,9809,53956,147.4,4538166,6547189,0
YDR159W,1302,0.96,NA,NA,0.5502,7.16,2.359910e-05,2.653222e-05,1.350033e-02,345919,42374,303545,233.1,NA,NA,0
YDR160W,853,0.86,247.75,212.37,0.1366,1.17,5.647492e-06,2.381099e-05,3.599983e-03,383403,177070,206333,241.9,30407885,43869305,0
YDR161W,388,6.83,404.92,2765.96,0.8725,3.39,3.742729e-05,1.897470e-04,2.993890e-03,117164,26718,90446,233.1,7499032,10818817,0
YDR162C,237,4.55,120.91,549.69,0.6582,1.56,2.630922e-05,1.262819e-04,3.162199e-03,97303,38009,59294,250.2,3185623,4595883,0
YDR163W,176,2.90,49.92,144.80,0.7630,1.34,2.919086e-05,8.058114e-05,5.498393e-03,80260,34257,46003,261.4,1185269,1709982,0
YDR164C,725,1.06,1658.43,1750.84,1.1354,8.23,5.348687e-05,2.932556e-05,2.768364e-02,172592,18696,153896,212.3,21491906,31006266,0
YDR165W,445,8.22,NA,NA,0.7085,3.15,3.621702e-05,2.283771e-04,2.407036e-03,114662,27611,87051,195.6,NA,NA,0
YDR166C,972,0.80,11595.68,9322.09,1.6873,16.40,7.765018e-05,2.233133e-05,5.277767e-02,224090,12878,211212,217.3,103509290,149332340,0
YDR167W,207,6.06,20.68,125.25,0.7849,1.62,2.954045e-05,1.682001e-04,2.665712e-03,88856,33852,55004,265.7,485341,700199,0
YDR168W,507,6.29,2638.16,16583.58,1.9886,10.08,9.679051e-05,1.746121e-04,8.413578e-03,114498,10332,104166,205.5,18892703,27256408,0
YDR169C,514,0.66,1378.37,905.60,2.8691,14.75,1.123515e-04,1.825025e-05,9.343988e-02,140159,8901,131258,255.4,8503799,12268389,0
YDR171W,376,0.90,103.48,92.90,1.8199,6.84,8.324446e-05,2.493671e-05,5.066855e-02,94215,12013,82202,218.6,861646,1243092,0
YDR172W,686,9.92,3213.12,31867.84,2.5222,17.30,1.460460e-04,2.755009e-04,8.046168e-03,125318,6847,118471,172.7,15249751,22000740,0
YDR173C,356,2.09,46.38,96.88,0.3627,1.29,1.467721e-05,5.801930e-05,3.839664e-03,156106,68133,87973,247.1,2190460,3160166,0
YDR174W,247,20.50,185.61,3805.20,1.1007,2.72,6.374331e-05,5.694715e-04,1.698967e-03,58339,15688,42651,172.7,2018338,2911847,0
YDR175C,320,4.42,120.33,531.35,0.7352,2.35,3.245024e-05,1.226583e-04,4.015534e-03,103313,30816,72497,226.6,2570344,3708222,0
YDR176W,703,1.85,341.49,633.33,0.8925,6.27,3.862388e-05,5.151653e-05,1.137972e-02,188343,25891,162452,231.1,6128412,8841429,0
YDR177W,216,13.36,85.57,1143.45,0.8928,1.93,4.013918e-05,3.711971e-04,1.641294e-03,72958,24913,48045,222.4,1477632,2131772,0
YDR178W,182,1.13,441.85,498.43,4.7193,8.59,2.254972e-04,3.133439e-05,1.092301e-01,42525,4435,38090,209.3,1358192,1959457,1
YDR179C,163,2.76,102.44,282.74,0.5551,0.90,2.263584e-05,7.666934e-05,4.481230e-03,84147,44178,39969,245.2,3136849,4525517,0
YDR179W-A,464,2.73,NA,NA,0.2288,1.06,9.854286e-06,7.580293e-05,1.973156e-03,209197,101479,107718,232.2,NA,NA,0
YDR180W,1494,0.47,2159.09,1022.70,1.1715,17.50,5.080763e-05,1.315756e-05,5.861056e-02,364171,19682,344489,230.6,29455611,42495464,0
YDR181C,482,2.03,137.63,279.47,0.3368,1.62,1.372970e-05,5.640432e-05,3.694630e-03,191069,72835,118234,245.3,6948392,10024411,0
YDR182W,492,1.94,667.75,1292.57,1.2428,6.11,4.983141e-05,5.377004e-05,1.406647e-02,142777,20068,122709,249.4,9288235,13400091,0
YDR183W,231,2.21,116.54,257.81,1.1532,2.66,4.767650e-05,6.145030e-05,1.177613e-02,76851,20975,55876,241.9,1694338,2444413,0
YDR184C,295,4.09,205.10,839.29,0.4923,1.45,2.193774e-05,1.136709e-04,2.929307e-03,111787,45584,66203,224.4,6480282,9349071,0
YDR186C,878,1.81,NA,NA,0.7060,6.20,2.991155e-05,5.035927e-05,9.015333e-03,240654,33432,207222,236.0,NA,NA,0
YDR188W,547,8.13,277.97,2260.63,1.3607,7.44,5.824201e-05,2.259058e-04,3.913194e-03,144964,17170,127794,233.6,3308171,4772682,0
YDR189W,667,2.69,1732.72,4668.78,1.3005,8.67,6.475774e-05,7.484683e-05,1.313229e-02,149395,15442,133953,200.8,18546481,26756917,0
YDR190C,464,11.08,502.61,5569.12,0.8694,4.03,4.312616e-05,3.077914e-04,2.126702e-03,116728,23188,93540,201.6,8078155,11654314,0
YDR191W,371,1.61,137.99,222.64,0.3421,1.27,1.525163e-05,4.481864e-05,5.165112e-03,148778,65567,83211,224.3,6271297,9047570,0
YDR192C,431,0.88,869.80,766.52,2.1696,9.35,9.300645e-05,2.447932e-05,5.766815e-02,111293,10752,100541,233.3,6482354,9352060,0
YDR194C,665,5.64,656.77,3701.12,0.7237,4.81,3.585179e-05,1.565372e-04,3.476287e-03,162121,27893,134228,201.8,12697768,18319007,0
YDR195W,534,2.96,NA,NA,0.5025,2.68,2.256652e-05,8.221095e-05,4.166364e-03,163211,44313,118898,222.7,NA,NA,0
YDR196C,242,6.07,12.90,78.35,0.4077,0.99,1.728669e-05,1.687370e-04,1.554977e-03,114921,57848,57073,235.8,517167,746114,0
YDR197W,390,2.60,118.59,307.95,0.3699,1.44,1.665726e-05,7.212923e-05,3.505215e-03,146634,60034,86600,222.1,4934997,7119696,0
YDR198C,480,3.42,118.73,406.55,0.2340,1.12,9.848787e-06,9.511086e-05,1.571719e-03,215573,101535,114038,237.6,8356441,12055796,0
YDR200C,605,0.96,218.53,210.65,0.8221,4.97,3.453149e-05,2.677592e-05,1.957462e-02,172999,28959,144040,238.1,4386570,6328483,0
YDR201W,166,4.69,20.88,97.98,0.6028,1.00,2.590341e-05,1.303254e-04,3.016826e-03,77234,38605,38629,232.7,558832,806224,0
YDR202C,352,1.92,181.96,348.93,0.5845,2.06,2.399204e-05,5.326748e-05,6.836397e-03,127437,41680,85757,243.6,5256973,7584209,0
YDR204W,336,3.08,74.43,228.95,0.6185,2.08,2.614058e-05,8.544211e-05,4.643716e-03,117760,38255,79505,236.6,1973660,2847389,0
YDR205W,725,0.71,NA,NA,0.9266,6.72,3.996097e-05,1.961780e-05,3.091776e-02,193140,25024,168116,231.9,NA,NA,0
YDR206W,885,3.77,444.93,1678.80,0.2752,2.44,1.119036e-05,1.048109e-04,1.620541e-03,307003,89363,217640,245.9,27559397,39759805,0
YDR207C,837,0.50,1832.27,924.55,1.8684,15.64,8.395200e-05,1.401639e-05,9.091115e-02,198190,11912,186278,222.6,15128098,21825231,0
YDR208W,780,1.38,2071.45,2866.95,1.3139,10.25,5.590434e-05,3.844536e-05,2.207110e-02,201204,17888,183316,235.0,25683473,37053420,0
YDR210W,76,17.44,35.71,622.63,1.3116,1.00,7.031810e-05,4.843174e-04,2.203735e-03,28397,14221,14176,186.5,352012,507846,0
YDR211W,713,6.21,1167.72,7253.14,0.7962,5.68,3.847337e-05,1.725372e-04,3.384541e-03,173540,25992,147548,206.9,21038061,30351506,0
YDR212W,560,8.84,2292.00,20270.39,1.4763,8.27,7.874057e-05,2.456663e-04,4.864915e-03,117695,12700,104995,187.5,20176274,29108210,0
YDR213W,914,0.79,NA,NA,0.9321,8.52,3.805932e-05,2.198233e-05,2.627905e-02,250132,26275,223857,244.9,NA,NA,0
YDR214W,351,5.19,856.86,4447.80,2.4533,8.61,1.137568e-04,1.441893e-04,1.197475e-02,84489,8791,75698,215.7,5221051,7532385,0
YDR216W,1324,0.15,679.57,103.00,1.5431,20.43,7.003483e-05,4.210126e-06,2.524883e-01,305991,14279,291712,220.3,6725801,9703280,0
YDR217C,1310,0.84,286.56,241.43,1.0589,13.87,4.421844e-05,2.340296e-05,2.867840e-02,336314,22615,313699,239.5,4491934,6480491,0
YDR219C,466,2.94,94.73,278.86,0.5170,2.41,2.179998e-05,8.176786e-05,4.046652e-03,156387,45872,110515,237.2,3012089,4345526,0
YDR221W,703,1.28,765.31,979.74,1.2486,8.78,5.584872e-05,3.556101e-05,2.383754e-02,175075,17906,157169,223.6,9498350,13703223,0
YDR222W,416,1.36,527.05,715.09,0.9025,3.75,4.379385e-05,3.768866e-05,1.763700e-02,108567,22834,85733,206.1,8341847,12034741,0
YDR224C,132,59.60,251.25,14973.91,2.2632,2.99,2.114258e-04,1.655507e-03,1.938427e-03,18860,4730,14130,107.0,823700,1188348,0
YDR226W,223,41.89,619.45,25951.15,2.5724,5.74,2.020554e-04,1.163714e-03,2.635400e-03,33340,4949,28391,127.3,2125020,3065756,0
